CÓDIGO,DESCRIPCIÓN,GRUPO DE OCUPACIÓN,RATIO
J44,Otras enfermedades pulmonares obstructivas crónicas,15,0.97
J44,Otras enfermedades pulmonares obstructivas crónicas,16,1.16
J45,Asma,1,1.45
J45,Asma,2,0.77
J45,Asma,4,0.97
J45,Asma,5,1
J45,Asma,6,1.24
J45,Asma,7,1.22
J45,Asma,8,0.97
J45,Asma,9,1.18
J45,Asma,10,1.26
J45,Asma,11,1.18
J45,Asma,12,1.25
J45,Asma,13,1.2
J45,Asma,14,1.19
J45,Asma,15,1.09
J45,Asma,16,1
J47,Bronquiectasias,2,0.65
J47,Bronquiectasias,7,1.11
J47,Bronquiectasias,15,1.03
J80,Síndrome de dificultad respiratoria [distrés respiratorio],1,1.18
J80,Síndrome de dificultad respiratoria [distrés respiratorio],2,1.07
J80,Síndrome de dificultad respiratoria [distrés respiratorio],4,1.15
J80,Síndrome de dificultad respiratoria [distrés respiratorio],5,0.76
J80,Síndrome de dificultad respiratoria [distrés respiratorio],6,1.05
J80,Síndrome de dificultad respiratoria [distrés respiratorio],7,1.16
J80,Síndrome de dificultad respiratoria [distrés respiratorio],8,1.06
J80,Síndrome de dificultad respiratoria [distrés respiratorio],10,1.15
J80,Síndrome de dificultad respiratoria [distrés respiratorio],11,1.07
J80,Síndrome de dificultad respiratoria [distrés respiratorio],12,1.09
J80,Síndrome de dificultad respiratoria [distrés respiratorio],13,0.81
J80,Síndrome de dificultad respiratoria [distrés respiratorio],14,0.96
J80,Síndrome de dificultad respiratoria [distrés respiratorio],15,1.1
J80,Síndrome de dificultad respiratoria [distrés respiratorio],16,0.99
J81,Edema pulmonar,1,1.18
J81,Edema pulmonar,2,1.07
J81,Edema pulmonar,4,1.15
J81,Edema pulmonar,5,0.76
J81,Edema pulmonar,6,1.05
J81,Edema pulmonar,7,1.16
J81,Edema pulmonar,8,1.06
J81,Edema pulmonar,10,1.15
J81,Edema pulmonar,11,1.07
J81,Edema pulmonar,12,1.09
J81,Edema pulmonar,13,0.81
J81,Edema pulmonar,14,0.96
J81,Edema pulmonar,15,1.1
J81,Edema pulmonar,16,0.99
J84,Otras enfermedades pulmonares intersticiales,15,0.91
J90,"Derrame pleural, no clasificable bajo otro concepto",16,1.15
J93,Neumotórax y escape de aire,2,0.8
J93,Neumotórax y escape de aire,7,1.39
J93,Neumotórax y escape de aire,12,1.08
J93,Neumotórax y escape de aire,15,1.02
J93,Neumotórax y escape de aire,16,1.11
J94,Otros problemas pleurales,16,1.15
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",1,1.18
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",2,1.07
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",4,1.15
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",5,0.76
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",6,1.05
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",7,1.16
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",8,1.06
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",10,1.15
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",11,1.07
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",12,1.09
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",13,0.81
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",14,0.96
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",15,1.1
J96,"Insuficiencia respiratoria, no clasificada bajo otro concepto",16,0.99
J98,Otros trastornos respiratorios,1,1.18
J98,Otros trastornos respiratorios,2,1.07
J98,Otros trastornos respiratorios,4,1.15
J98,Otros trastornos respiratorios,5,0.76
J98,Otros trastornos respiratorios,6,1.05
J98,Otros trastornos respiratorios,7,1.16
J98,Otros trastornos respiratorios,8,1.06
J98,Otros trastornos respiratorios,10,1.15
J98,Otros trastornos respiratorios,11,1.07
J98,Otros trastornos respiratorios,12,1.09
J98,Otros trastornos respiratorios,13,0.81
J98,Otros trastornos respiratorios,14,0.96
J98,Otros trastornos respiratorios,15,1.1
J98,Otros trastornos respiratorios,16,0.99
K08,Otros trastornos de dientes y estructuras de soporte,6,1.35
K08,Otros trastornos de dientes y estructuras de soporte,8,0.87
K08,Otros trastornos de dientes y estructuras de soporte,15,1.05
K09,"Quistes de región oral, no clasificados bajo otro concepto",2,1.2
K20,Esofagitis,2,0.63
K20,Esofagitis,4,1.2
K20,Esofagitis,5,1.25
K20,Esofagitis,7,1.56
K20,Esofagitis,8,0.98
K20,Esofagitis,12,1.22
K20,Esofagitis,14,1.16
K20,Esofagitis,15,0.93
K20,Esofagitis,16,1.14
K21,Enfermedad por reflujo gastroesofágico,2,0.63
K21,Enfermedad por reflujo gastroesofágico,4,1.2
K21,Enfermedad por reflujo gastroesofágico,5,1.25
K21,Enfermedad por reflujo gastroesofágico,7,1.56
K21,Enfermedad por reflujo gastroesofágico,8,0.98
K21,Enfermedad por reflujo gastroesofágico,12,1.22
K21,Enfermedad por reflujo gastroesofágico,14,1.16
K21,Enfermedad por reflujo gastroesofágico,15,0.93
K21,Enfermedad por reflujo gastroesofágico,16,1.14
K22,Otras enfermedades de esófago,2,0.63
K22,Otras enfermedades de esófago,4,1.2
K22,Otras enfermedades de esófago,5,1.25
K22,Otras enfermedades de esófago,7,1.56
K22,Otras enfermedades de esófago,8,0.98
K22,Otras enfermedades de esófago,12,1.22
K22,Otras enfermedades de esófago,14,1.16
K22,Otras enfermedades de esófago,15,0.93
K22,Otras enfermedades de esófago,16,1.14
K25,Úlcera gástrica,7,1.16
K25,Úlcera gástrica,15,0.88
K25,Úlcera gástrica,16,1.15
K29,Gastritis y duodenitis,7,1.11
K29,Gastritis y duodenitis,8,1.06
K29,Gastritis y duodenitis,15,0.89
K29,Gastritis y duodenitis,16,1.1
K30,Dispepsia funcional,7,1.51
K30,Dispepsia funcional,8,0.81
K30,Dispepsia funcional,15,0.87
K30,Dispepsia funcional,16,1.19
K31,Otras enfermedades de estómago y duodeno,7,1.51
K31,Otras enfermedades de estómago y duodeno,8,0.81
K31,Otras enfermedades de estómago y duodeno,15,0.87
K31,Otras enfermedades de estómago y duodeno,16,1.19
K35,Apendicitis aguda,2,1.18
K35,Apendicitis aguda,4,1.38
K35,Apendicitis aguda,5,0.78
K35,Apendicitis aguda,6,1.16
K35,Apendicitis aguda,7,1.67
K35,Apendicitis aguda,8,1.51
K35,Apendicitis aguda,10,1.54
K35,Apendicitis aguda,11,0.98
K35,Apendicitis aguda,12,1.39
K35,Apendicitis aguda,14,1.37
K35,Apendicitis aguda,15,1.07
K35,Apendicitis aguda,16,1.17
K40,Hernia inguinal,1,1.34
K40,Hernia inguinal,2,0.56
K40,Hernia inguinal,3,0.81
K40,Hernia inguinal,4,1.11
K40,Hernia inguinal,5,0.9
K40,Hernia inguinal,6,1.36
K40,Hernia inguinal,7,1.23
K40,Hernia inguinal,8,0.89
K40,Hernia inguinal,9,0.99
K40,Hernia inguinal,10,1.19
K40,Hernia inguinal,11,1.44
K40,Hernia inguinal,12,1.15
K40,Hernia inguinal,13,1.15
K40,Hernia inguinal,14,1.26
K40,Hernia inguinal,15,1.07
K40,Hernia inguinal,16,1.29
K41,Hernia femoral,7,1.29
K41,Hernia femoral,8,1.1
K41,Hernia femoral,11,1.58
K41,Hernia femoral,12,1.44
K41,Hernia femoral,15,1
K41,Hernia femoral,16,1.28
K42,Hernia umbilical,7,1.29
K42,Hernia umbilical,8,1.1
K42,Hernia umbilical,11,1.58
K42,Hernia umbilical,12,1.44
K42,Hernia umbilical,15,1
K42,Hernia umbilical,16,1.28
K43,Hernia ventral,7,1.29
K43,Hernia ventral,8,1.1
K43,Hernia ventral,11,1.58
K43,Hernia ventral,12,1.44
K43,Hernia ventral,15,1
K43,Hernia ventral,16,1.28
K44,Hernia diafragmática,7,1.29
K44,Hernia diafragmática,8,1.1
K44,Hernia diafragmática,11,1.58
K44,Hernia diafragmática,12,1.44
K44,Hernia diafragmática,15,1
K44,Hernia diafragmática,16,1.28
K45,Otra hernia abdominal,1,1.16
K45,Otra hernia abdominal,2,0.71
K45,Otra hernia abdominal,3,0.6
K45,Otra hernia abdominal,4,1.06
K45,Otra hernia abdominal,5,0.97
K45,Otra hernia abdominal,6,0.9
K45,Otra hernia abdominal,7,1.31
K45,Otra hernia abdominal,8,1.16
K45,Otra hernia abdominal,9,1.12
K45,Otra hernia abdominal,10,1.39
K45,Otra hernia abdominal,11,1.32
K45,Otra hernia abdominal,12,1.25
K45,Otra hernia abdominal,13,1.36
K45,Otra hernia abdominal,14,1.22
K45,Otra hernia abdominal,15,1.04
K45,Otra hernia abdominal,16,1.21
K46,Hernia abdominal no especificada,7,1.29
K46,Hernia abdominal no especificada,8,1.1
K46,Hernia abdominal no especificada,11,1.58
K46,Hernia abdominal no especificada,12,1.44
K46,Hernia abdominal no especificada,15,1
K46,Hernia abdominal no especificada,16,1.28
K50,Enfermedad de Crohn [enteritis regional],1,1.37
K50,Enfermedad de Crohn [enteritis regional],2,0.69
K50,Enfermedad de Crohn [enteritis regional],3,0.93
K50,Enfermedad de Crohn [enteritis regional],4,1
K50,Enfermedad de Crohn [enteritis regional],5,1.03
K50,Enfermedad de Crohn [enteritis regional],6,1.07
K50,Enfermedad de Crohn [enteritis regional],7,1.1
K50,Enfermedad de Crohn [enteritis regional],8,1.04
K50,Enfermedad de Crohn [enteritis regional],9,1.13
K50,Enfermedad de Crohn [enteritis regional],10,1.08
K50,Enfermedad de Crohn [enteritis regional],11,1.11
K50,Enfermedad de Crohn [enteritis regional],12,1.16
K50,Enfermedad de Crohn [enteritis regional],13,1.07
K50,Enfermedad de Crohn [enteritis regional],14,1.19
K50,Enfermedad de Crohn [enteritis regional],15,1
K50,Enfermedad de Crohn [enteritis regional],16,1.11
K51,Colitis ulcerosa,1,1.09
K51,Colitis ulcerosa,2,0.75
K51,Colitis ulcerosa,3,1.04
K51,Colitis ulcerosa,4,1.16
K51,Colitis ulcerosa,5,0.95
K51,Colitis ulcerosa,6,1.03
K51,Colitis ulcerosa,7,1.19
K51,Colitis ulcerosa,8,0.9
K51,Colitis ulcerosa,9,1.1
K51,Colitis ulcerosa,10,1.15
K51,Colitis ulcerosa,11,1.23
K51,Colitis ulcerosa,12,1.16
K51,Colitis ulcerosa,13,1.15
K51,Colitis ulcerosa,14,1.15
K51,Colitis ulcerosa,15,1.03
K51,Colitis ulcerosa,16,1.08
K52,Otras gastroenteritis y colitis no infecciosas y las no especificadas,2,1.59
K52,Otras gastroenteritis y colitis no infecciosas y las no especificadas,4,0.97
K52,Otras gastroenteritis y colitis no infecciosas y las no especificadas,5,1.68
K52,Otras gastroenteritis y colitis no infecciosas y las no especificadas,6,0.74
K52,Otras gastroenteritis y colitis no infecciosas y las no especificadas,7,0.85
K52,Otras gastroenteritis y colitis no infecciosas y las no especificadas,8,0.75
K52,Otras gastroenteritis y colitis no infecciosas y las no especificadas,12,1.08
K52,Otras gastroenteritis y colitis no infecciosas y las no especificadas,15,0.96
K52,Otras gastroenteritis y colitis no infecciosas y las no especificadas,16,1.33
K56,Íleo paralítico y obstrucción intestinal sin hernia,2,0.74
K56,Íleo paralítico y obstrucción intestinal sin hernia,5,1.22
K56,Íleo paralítico y obstrucción intestinal sin hernia,6,1.02
K56,Íleo paralítico y obstrucción intestinal sin hernia,7,1.29
K56,Íleo paralítico y obstrucción intestinal sin hernia,8,0.88
K56,Íleo paralítico y obstrucción intestinal sin hernia,12,1.48
K56,Íleo paralítico y obstrucción intestinal sin hernia,15,1.14
K56,Íleo paralítico y obstrucción intestinal sin hernia,16,0.86
K57,Enfermedad diverticular de intestino,1,1.22
K57,Enfermedad diverticular de intestino,2,0.75
K57,Enfermedad diverticular de intestino,3,1.21
K57,Enfermedad diverticular de intestino,4,1.11
K57,Enfermedad diverticular de intestino,5,1.09
K57,Enfermedad diverticular de intestino,6,1.09
K57,Enfermedad diverticular de intestino,7,1.24
K57,Enfermedad diverticular de intestino,8,0.96
K57,Enfermedad diverticular de intestino,9,1.27
K57,Enfermedad diverticular de intestino,10,1.3
K57,Enfermedad diverticular de intestino,11,1.22
K57,Enfermedad diverticular de intestino,12,1.25
K57,Enfermedad diverticular de intestino,13,0.96
K57,Enfermedad diverticular de intestino,14,1.29
K57,Enfermedad diverticular de intestino,15,1.18
K57,Enfermedad diverticular de intestino,16,1.2
K58,Síndrome de intestino irritable,2,0.93
K58,Síndrome de intestino irritable,4,1.12
K58,Síndrome de intestino irritable,5,0.87
K58,Síndrome de intestino irritable,6,1.17
K58,Síndrome de intestino irritable,7,1.24
K58,Síndrome de intestino irritable,8,0.9
K58,Síndrome de intestino irritable,12,1.18
K58,Síndrome de intestino irritable,13,1.41
K58,Síndrome de intestino irritable,15,1.04
K58,Síndrome de intestino irritable,16,1.38
K59,Otros trastornos intestinales funcionales,2,0.93
K59,Otros trastornos intestinales funcionales,4,1.12
K59,Otros trastornos intestinales funcionales,5,0.87
K59,Otros trastornos intestinales funcionales,6,1.17
K59,Otros trastornos intestinales funcionales,7,1.24
K59,Otros trastornos intestinales funcionales,8,0.9
K59,Otros trastornos intestinales funcionales,12,1.18
K59,Otros trastornos intestinales funcionales,13,1.41
K59,Otros trastornos intestinales funcionales,15,1.04
K59,Otros trastornos intestinales funcionales,16,1.38
K60,Fisura y fístula de las regiones anal y rectal,1,1.19
K60,Fisura y fístula de las regiones anal y rectal,2,0.76
K60,Fisura y fístula de las regiones anal y rectal,3,0.92
K60,Fisura y fístula de las regiones anal y rectal,4,1.19
K60,Fisura y fístula de las regiones anal y rectal,5,0.89
K60,Fisura y fístula de las regiones anal y rectal,6,0.99
K60,Fisura y fístula de las regiones anal y rectal,7,1.27
K60,Fisura y fístula de las regiones anal y rectal,8,1.18
K60,Fisura y fístula de las regiones anal y rectal,9,1.32
K60,Fisura y fístula de las regiones anal y rectal,10,1.19
K60,Fisura y fístula de las regiones anal y rectal,11,1.33
K60,Fisura y fístula de las regiones anal y rectal,12,1.33
K60,Fisura y fístula de las regiones anal y rectal,13,1.48
K60,Fisura y fístula de las regiones anal y rectal,14,1.35
K60,Fisura y fístula de las regiones anal y rectal,15,1.01
K60,Fisura y fístula de las regiones anal y rectal,16,1.22
K61,Absceso de las regiones anal y rectal,2,0.79
K61,Absceso de las regiones anal y rectal,4,1.32
K61,Absceso de las regiones anal y rectal,7,1.01
K61,Absceso de las regiones anal y rectal,8,0.96
K61,Absceso de las regiones anal y rectal,10,1.41
K61,Absceso de las regiones anal y rectal,11,1.67
K61,Absceso de las regiones anal y rectal,12,1.24
K61,Absceso de las regiones anal y rectal,14,1.44
K61,Absceso de las regiones anal y rectal,15,1.03
K61,Absceso de las regiones anal y rectal,16,1.12
K62,Otras enfermedades de ano y recto,2,0.85
K62,Otras enfermedades de ano y recto,4,1.23
K62,Otras enfermedades de ano y recto,5,1.14
K62,Otras enfermedades de ano y recto,6,1.01
K62,Otras enfermedades de ano y recto,7,1.12
K62,Otras enfermedades de ano y recto,8,1
K62,Otras enfermedades de ano y recto,10,1.25
K62,Otras enfermedades de ano y recto,11,1.12
K62,Otras enfermedades de ano y recto,12,1.11
K62,Otras enfermedades de ano y recto,14,1.27
K62,Otras enfermedades de ano y recto,15,1.05
K62,Otras enfermedades de ano y recto,16,1.23
K63,Otras enfermedades de intestino,2,0.85
K63,Otras enfermedades de intestino,4,1.23
K63,Otras enfermedades de intestino,5,1.14
K63,Otras enfermedades de intestino,6,1.01
K63,Otras enfermedades de intestino,7,1.12
K63,Otras enfermedades de intestino,8,1
K63,Otras enfermedades de intestino,10,1.25
K63,Otras enfermedades de intestino,11,1.12
K63,Otras enfermedades de intestino,12,1.11
K63,Otras enfermedades de intestino,14,1.27
K63,Otras enfermedades de intestino,15,1.05
K63,Otras enfermedades de intestino,16,1.23
K64,Hemorroides y trombosis venosa perianal,2,0.6
K64,Hemorroides y trombosis venosa perianal,4,1.35
K64,Hemorroides y trombosis venosa perianal,5,1.04
K64,Hemorroides y trombosis venosa perianal,6,1.11
K64,Hemorroides y trombosis venosa perianal,7,1.29
K64,Hemorroides y trombosis venosa perianal,8,1.29
K64,Hemorroides y trombosis venosa perianal,10,1.11
K64,Hemorroides y trombosis venosa perianal,11,1.67
K64,Hemorroides y trombosis venosa perianal,12,1.24
K64,Hemorroides y trombosis venosa perianal,14,1.28
K64,Hemorroides y trombosis venosa perianal,15,1.28
K64,Hemorroides y trombosis venosa perianal,16,1.58
K65,Peritonitis,5,0.99
K65,Peritonitis,7,1.13
K65,Peritonitis,8,0.93
K65,Peritonitis,11,1.29
K65,Peritonitis,15,1.17
K70,Enfermedad alcohólica de hígado,1,1.08
K70,Enfermedad alcohólica de hígado,2,0.93
K70,Enfermedad alcohólica de hígado,3,1.09
K70,Enfermedad alcohólica de hígado,4,1.06
K70,Enfermedad alcohólica de hígado,5,1.05
K70,Enfermedad alcohólica de hígado,6,1.07
K70,Enfermedad alcohólica de hígado,7,1.04
K70,Enfermedad alcohólica de hígado,8,1.04
K70,Enfermedad alcohólica de hígado,9,1.12
K70,Enfermedad alcohólica de hígado,10,1.01
K70,Enfermedad alcohólica de hígado,11,1.03
K70,Enfermedad alcohólica de hígado,12,1.05
K70,Enfermedad alcohólica de hígado,13,0.97
K70,Enfermedad alcohólica de hígado,14,1.08
K70,Enfermedad alcohólica de hígado,15,0.98
K70,Enfermedad alcohólica de hígado,16,0.99
K73,"Hepatitis crónica, no clasificada bajo otro concepto",1,1.08
K73,"Hepatitis crónica, no clasificada bajo otro concepto",2,0.93
K73,"Hepatitis crónica, no clasificada bajo otro concepto",3,1.09
K73,"Hepatitis crónica, no clasificada bajo otro concepto",4,1.06
K73,"Hepatitis crónica, no clasificada bajo otro concepto",5,1.05
K73,"Hepatitis crónica, no clasificada bajo otro concepto",6,1.07
K73,"Hepatitis crónica, no clasificada bajo otro concepto",7,1.04
K73,"Hepatitis crónica, no clasificada bajo otro concepto",8,1.04
K73,"Hepatitis crónica, no clasificada bajo otro concepto",9,1.12
K73,"Hepatitis crónica, no clasificada bajo otro concepto",10,1.01
K73,"Hepatitis crónica, no clasificada bajo otro concepto",11,1.03
K73,"Hepatitis crónica, no clasificada bajo otro concepto",12,1.05
K73,"Hepatitis crónica, no clasificada bajo otro concepto",13,0.97
K73,"Hepatitis crónica, no clasificada bajo otro concepto",14,1.08
K73,"Hepatitis crónica, no clasificada bajo otro concepto",15,0.98
K73,"Hepatitis crónica, no clasificada bajo otro concepto",16,0.99
K74,Fibrosis y cirrosis de hígado,1,1.08
K74,Fibrosis y cirrosis de hígado,2,0.93
K74,Fibrosis y cirrosis de hígado,3,1.09
K74,Fibrosis y cirrosis de hígado,4,1.06
K74,Fibrosis y cirrosis de hígado,5,1.05
K74,Fibrosis y cirrosis de hígado,6,1.07
K74,Fibrosis y cirrosis de hígado,7,1.04
K74,Fibrosis y cirrosis de hígado,8,1.04
K74,Fibrosis y cirrosis de hígado,9,1.12
K74,Fibrosis y cirrosis de hígado,10,1.01
K74,Fibrosis y cirrosis de hígado,11,1.03
K74,Fibrosis y cirrosis de hígado,12,1.05
K74,Fibrosis y cirrosis de hígado,13,0.97
K74,Fibrosis y cirrosis de hígado,14,1.08
K74,Fibrosis y cirrosis de hígado,15,0.98
K74,Fibrosis y cirrosis de hígado,16,0.99
K75,Otras enfermedades inflamatorias de hígado,15,1.19
K76,Otras enfermedades de hígado,1,1.08
K76,Otras enfermedades de hígado,2,0.93
K76,Otras enfermedades de hígado,3,1.09
K76,Otras enfermedades de hígado,4,1.06
K76,Otras enfermedades de hígado,5,1.05
K76,Otras enfermedades de hígado,6,1.07
K76,Otras enfermedades de hígado,7,1.04
K76,Otras enfermedades de hígado,8,1.04
K76,Otras enfermedades de hígado,9,1.12
K76,Otras enfermedades de hígado,10,1.01
K76,Otras enfermedades de hígado,11,1.03
K76,Otras enfermedades de hígado,12,1.05
K76,Otras enfermedades de hígado,13,0.97
K76,Otras enfermedades de hígado,14,1.08
K76,Otras enfermedades de hígado,15,0.98
K76,Otras enfermedades de hígado,16,0.99
K77,Trastornos hepáticos en enfermedades clasificadas bajo otro concepto,2,0.97
K77,Trastornos hepáticos en enfermedades clasificadas bajo otro concepto,4,1.04
K77,Trastornos hepáticos en enfermedades clasificadas bajo otro concepto,5,0.97
K77,Trastornos hepáticos en enfermedades clasificadas bajo otro concepto,7,1.07
K77,Trastornos hepáticos en enfermedades clasificadas bajo otro concepto,8,1.15
K77,Trastornos hepáticos en enfermedades clasificadas bajo otro concepto,15,1.25
K77,Trastornos hepáticos en enfermedades clasificadas bajo otro concepto,16,1.05
K80,Colelitiasis,1,1.28
K80,Colelitiasis,2,0.69
K80,Colelitiasis,3,1.15
K80,Colelitiasis,4,1.51
K80,Colelitiasis,5,1.07
K80,Colelitiasis,6,1.49
K80,Colelitiasis,7,1.3
K80,Colelitiasis,8,1.17
K80,Colelitiasis,10,1.4
K80,Colelitiasis,11,1.65
K80,Colelitiasis,12,1.43
K80,Colelitiasis,14,1.23
K80,Colelitiasis,15,1.04
K80,Colelitiasis,16,1.62
K81,Colecistitis,2,0.88
K81,Colecistitis,5,1.12
K81,Colecistitis,7,1.62
K81,Colecistitis,8,1.02
K81,Colecistitis,12,1.3
K81,Colecistitis,14,1.78
K81,Colecistitis,15,1.13
K81,Colecistitis,16,1
K82,Otras enfermedades de vesícula biliar,2,0.88
K82,Otras enfermedades de vesícula biliar,5,1.12
K82,Otras enfermedades de vesícula biliar,7,1.62
K82,Otras enfermedades de vesícula biliar,8,1.02
K82,Otras enfermedades de vesícula biliar,12,1.3
K82,Otras enfermedades de vesícula biliar,14,1.78
K82,Otras enfermedades de vesícula biliar,15,1.13
K82,Otras enfermedades de vesícula biliar,16,1
K83,Otras enfermedades de tracto biliar,7,1.25
K83,Otras enfermedades de tracto biliar,15,0.98
K83,Otras enfermedades de tracto biliar,16,1.3
K85,Pancreatitis aguda,1,1.13
K85,Pancreatitis aguda,2,0.85
K85,Pancreatitis aguda,3,1.3
K85,Pancreatitis aguda,4,0.99
K85,Pancreatitis aguda,5,1.04
K85,Pancreatitis aguda,6,1.08
K85,Pancreatitis aguda,7,1.08
K85,Pancreatitis aguda,8,1.12
K85,Pancreatitis aguda,9,1.24
K85,Pancreatitis aguda,10,1.09
K85,Pancreatitis aguda,11,1.23
K85,Pancreatitis aguda,12,1.17
K85,Pancreatitis aguda,13,1.27
K85,Pancreatitis aguda,14,1.24
K85,Pancreatitis aguda,15,1
K85,Pancreatitis aguda,16,1.18
K86,Otras enfermedades de páncreas,1,1.13
K86,Otras enfermedades de páncreas,2,0.85
K86,Otras enfermedades de páncreas,3,1.3
K86,Otras enfermedades de páncreas,4,0.99
K86,Otras enfermedades de páncreas,5,1.04
K86,Otras enfermedades de páncreas,6,1.08
K86,Otras enfermedades de páncreas,7,1.08
K86,Otras enfermedades de páncreas,8,1.12
K86,Otras enfermedades de páncreas,9,1.24
K86,Otras enfermedades de páncreas,10,1.09
K86,Otras enfermedades de páncreas,11,1.23
K86,Otras enfermedades de páncreas,12,1.17
K86,Otras enfermedades de páncreas,13,1.27
K86,Otras enfermedades de páncreas,14,1.24
K86,Otras enfermedades de páncreas,15,1
K86,Otras enfermedades de páncreas,16,1.18
K91,"Complicaciones y trastornos de aparato digestivo intraoperatorios y posprocedimiento, no clasificados bajo otro concepto",2,0.93
K91,"Complicaciones y trastornos de aparato digestivo intraoperatorios y posprocedimiento, no clasificados bajo otro concepto",4,1.12
K91,"Complicaciones y trastornos de aparato digestivo intraoperatorios y posprocedimiento, no clasificados bajo otro concepto",5,0.87
K91,"Complicaciones y trastornos de aparato digestivo intraoperatorios y posprocedimiento, no clasificados bajo otro concepto",6,1.17
K91,"Complicaciones y trastornos de aparato digestivo intraoperatorios y posprocedimiento, no clasificados bajo otro concepto",7,1.24
K91,"Complicaciones y trastornos de aparato digestivo intraoperatorios y posprocedimiento, no clasificados bajo otro concepto",8,0.9
K91,"Complicaciones y trastornos de aparato digestivo intraoperatorios y posprocedimiento, no clasificados bajo otro concepto",12,1.18
K91,"Complicaciones y trastornos de aparato digestivo intraoperatorios y posprocedimiento, no clasificados bajo otro concepto",13,1.41
K91,"Complicaciones y trastornos de aparato digestivo intraoperatorios y posprocedimiento, no clasificados bajo otro concepto",15,1.04
K91,"Complicaciones y trastornos de aparato digestivo intraoperatorios y posprocedimiento, no clasificados bajo otro concepto",16,1.38
K92,Otras enfermedades de aparato digestivo,15,0.92
K92,Otras enfermedades de aparato digestivo,16,1.34
L03,Celulitis y linfangitis aguda,1,1.19
L03,Celulitis y linfangitis aguda,2,1.1
L03,Celulitis y linfangitis aguda,4,1.24
L03,Celulitis y linfangitis aguda,5,0.86
L03,Celulitis y linfangitis aguda,6,0.51
L03,Celulitis y linfangitis aguda,7,1.37
L03,Celulitis y linfangitis aguda,8,0.88
L03,Celulitis y linfangitis aguda,10,1.39
L03,Celulitis y linfangitis aguda,11,1.1
L03,Celulitis y linfangitis aguda,12,1.37
L03,Celulitis y linfangitis aguda,13,0.97
L03,Celulitis y linfangitis aguda,14,1.58
L03,Celulitis y linfangitis aguda,15,0.99
L03,Celulitis y linfangitis aguda,16,1.18
L05,Quiste y seno pilonidal,2,0.69
L05,Quiste y seno pilonidal,4,1.28
L05,Quiste y seno pilonidal,5,1.15
L05,Quiste y seno pilonidal,6,1.24
L05,Quiste y seno pilonidal,7,1.14
L05,Quiste y seno pilonidal,10,1.17
L05,Quiste y seno pilonidal,11,1.64
L05,Quiste y seno pilonidal,12,1.46
L05,Quiste y seno pilonidal,13,0.9
L05,Quiste y seno pilonidal,14,1.34
L05,Quiste y seno pilonidal,15,0.88
L05,Quiste y seno pilonidal,16,1.23
L08,Otras infecciones locales de la piel y del tejido subcutáneo,15,1.09
L20,Dermatitis atópica,7,1.28
L20,Dermatitis atópica,11,1.07
L23,Dermatitis alérgica de contacto,2,1.04
L23,Dermatitis alérgica de contacto,7,1.19
L23,Dermatitis alérgica de contacto,8,0.84
L23,Dermatitis alérgica de contacto,11,1.32
L23,Dermatitis alérgica de contacto,12,1.36
L23,Dermatitis alérgica de contacto,15,1.03
L23,Dermatitis alérgica de contacto,16,0.92
L24,Dermatitis de contacto irritativa,2,1.04
L24,Dermatitis de contacto irritativa,7,1.19
L24,Dermatitis de contacto irritativa,8,0.84
L24,Dermatitis de contacto irritativa,11,1.32
L24,Dermatitis de contacto irritativa,12,1.36
L24,Dermatitis de contacto irritativa,15,1.03
L24,Dermatitis de contacto irritativa,16,0.92
L25,Dermatitis de contacto no especificada,2,1.04
L25,Dermatitis de contacto no especificada,7,1.19
L25,Dermatitis de contacto no especificada,8,0.84
L25,Dermatitis de contacto no especificada,11,1.32
L25,Dermatitis de contacto no especificada,12,1.36
L25,Dermatitis de contacto no especificada,15,1.03
L25,Dermatitis de contacto no especificada,16,0.92
L26,Dermatitis exfoliativa,2,0.85
L26,Dermatitis exfoliativa,4,0.96
L26,Dermatitis exfoliativa,5,1.08
L26,Dermatitis exfoliativa,6,1.33
L26,Dermatitis exfoliativa,7,1.23
L26,Dermatitis exfoliativa,8,1.1
L26,Dermatitis exfoliativa,15,1.06
L26,Dermatitis exfoliativa,16,1.19
L30,Otras dermatitis y las no especificadas,2,1.04
L30,Otras dermatitis y las no especificadas,7,1.19
L30,Otras dermatitis y las no especificadas,8,0.84
L30,Otras dermatitis y las no especificadas,11,1.32
L30,Otras dermatitis y las no especificadas,12,1.36
L30,Otras dermatitis y las no especificadas,15,1.03
L30,Otras dermatitis y las no especificadas,16,0.92
L40,Psoriasis,1,1.03
L40,Psoriasis,2,0.87
L40,Psoriasis,4,1.09
L40,Psoriasis,5,1.01
L40,Psoriasis,6,0.94
