numero,capitulo,CODIGO,DESCRIPCION,TIEMPO ESTANDAR
11,ENFERMEDADES DEL APARATO DIGESTIVO,K56.69,Otros tipos de obstrucción intestinal,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K57,Enfermedad diverticular de intestino,20
11,ENFERMEDADES DEL APARATO DIGESTIVO,K57.0,Diverticulitis de intestino delgado con perforación y absceso,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K57.1,Enfermedad diverticular de intestino delgado sin perforación ni absceso,14
11,ENFERMEDADES DEL APARATO DIGESTIVO,K57.2,Diverticulitis de intestino grueso con perforación y absceso,60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K57.3,Enfermedad diverticular de colon sin perforación ni absceso,20
11,ENFERMEDADES DEL APARATO DIGESTIVO,k58,Síndrome de intestino irritable,4
11,ENFERMEDADES DEL APARATO DIGESTIVO,K59,Otros trastornos intestinales funcionales,7
11,ENFERMEDADES DEL APARATO DIGESTIVO,K59.0,Estreñimiento,4
11,ENFERMEDADES DEL APARATO DIGESTIVO,K59.1,Diarrea funcional,4
11,ENFERMEDADES DEL APARATO DIGESTIVO,K59.4,Espasmo anal,4
11,ENFERMEDADES DEL APARATO DIGESTIVO,K59.8,Otros trastornos intestinales funcionales especificados,7
11,ENFERMEDADES DEL APARATO DIGESTIVO,K60,Fisura y fístula de las regiones anal y rectal,20
11,ENFERMEDADES DEL APARATO DIGESTIVO,K60.2,Fisura anal,20
11,ENFERMEDADES DEL APARATO DIGESTIVO,K60.3,Fístula anal,20
11,ENFERMEDADES DEL APARATO DIGESTIVO,K61,Absceso de las regiones anal y rectal,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K62,Otras enfermedades de ano y recto,14
11,ENFERMEDADES DEL APARATO DIGESTIVO,K62.0,Pólipo anal,10
11,ENFERMEDADES DEL APARATO DIGESTIVO,K62.1,Pólipo rectal,14
11,ENFERMEDADES DEL APARATO DIGESTIVO,K62.2,Prolapso anal,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K62.3,Prolapso rectal,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K62.4,Estenosis de ano y recto,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K62.5,Hemorragia de ano y recto,14
11,ENFERMEDADES DEL APARATO DIGESTIVO,K62.89,Otras enfermedades especificadas de ano y recto,7
11,ENFERMEDADES DEL APARATO DIGESTIVO,K62.9,Enfermedad de ano y recto no especificada,7
11,ENFERMEDADES DEL APARATO DIGESTIVO,K63.0,Absceso de intestino,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K63.1,Perforación de intestino (no traumática),30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K63.9,"Enfermedad de intestino, no especificada",10
11,ENFERMEDADES DEL APARATO DIGESTIVO,K64,Hemorroides no especificadas,14
11,ENFERMEDADES DEL APARATO DIGESTIVO,K64.4,Colgajos cutáneos hemorroidales residuales,14
11,ENFERMEDADES DEL APARATO DIGESTIVO,K64.5,Trombosis venosa perianal,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K64.8,Otras hemorroides,14
11,ENFERMEDADES DEL APARATO DIGESTIVO,K64.9,Hemorroides no especificadas,14
11,ENFERMEDADES DEL APARATO DIGESTIVO,K65,Peritonitis,60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K65.9,"Peritonitis, no especificada",60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K66.0,Adherencias peritoneales (posprocedimiento)(postinfección),30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K66.1,Hemoperitoneo,45
11,ENFERMEDADES DEL APARATO DIGESTIVO,K70.1,Hepatitis alcohólica,90
11,ENFERMEDADES DEL APARATO DIGESTIVO,K70.3,Cirrosis hepática alcohólica,60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K70.9,"Enfermedad hepática alcohólica, no especificada",60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K72.0,Insuficiencia hepática aguda o subaguda,60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K72.00,Insuficiencia hepática aguda y subaguda sin coma,90
11,ENFERMEDADES DEL APARATO DIGESTIVO,K72.01,Insuficiencia hepática aguda y subaguda con coma,60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K73,"Hepatitis crónica, no clasificada bajo otro concepto",60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K73.9,"Hepatitis crónica, no especificada",60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K74,Fibrosis y cirrosis de hígado,60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K74.5,"Cirrosis biliar, no especificada",60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K74.60,Cirrosis de hígado no especificada,60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K75.0,Absceso hepático,60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K75.8,Otras enfermedades inflamatorias especificadas del hígado,60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K75.9,"Enfermedad inflamatoria de hígado, no especificada",45
11,ENFERMEDADES DEL APARATO DIGESTIVO,K76,Otras enfermedades de hígado,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K76.89,Otras enfermedades especificadas de hígado,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K76.9,"Enfermedad hepática, no especificada",30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K77,Trastornos hepáticos en enfermedades clasificadas bajo otro concepto,45
11,ENFERMEDADES DEL APARATO DIGESTIVO,K80,Colelitiasis,7
11,ENFERMEDADES DEL APARATO DIGESTIVO,K80.0,Cálculo de vesícula biliar con colecistitis aguda,45
11,ENFERMEDADES DEL APARATO DIGESTIVO,K80.1,Cálculo de vesícula biliar con otro tipo de colecistitis ,45
11,ENFERMEDADES DEL APARATO DIGESTIVO,K80.2,Cálculo de vesícula biliar sin colecistitis,7
11,ENFERMEDADES DEL APARATO DIGESTIVO,K80.20,Cálculo de vesícula biliar sin colecistitis sin obstrucción,7
11,ENFERMEDADES DEL APARATO DIGESTIVO,K80.3,Cálculo de conducto biliar con colangitis,45
11,ENFERMEDADES DEL APARATO DIGESTIVO,K80.4,Cálculo de conducto biliar con colecistitis,45
11,ENFERMEDADES DEL APARATO DIGESTIVO,K80.5,Cálculo de conducto biliar sin colangitis ni colecistitis,14
11,ENFERMEDADES DEL APARATO DIGESTIVO,K80.50,"Cálculo de conducto biliar sin colangitis ni colecistitis, sin obstrucción",14
11,ENFERMEDADES DEL APARATO DIGESTIVO,K80.51,"Cálculo de conducto biliar sin colangitis ni colecistitis, con obstrucción",14
11,ENFERMEDADES DEL APARATO DIGESTIVO,K81,Colecistitis,45
11,ENFERMEDADES DEL APARATO DIGESTIVO,K81.0,Colecistitis aguda,45
11,ENFERMEDADES DEL APARATO DIGESTIVO,K81.9,Colecistitis no especificada,45
11,ENFERMEDADES DEL APARATO DIGESTIVO,K82,Otras enfermedades de vesícula biliar,14
11,ENFERMEDADES DEL APARATO DIGESTIVO,K82.0,Obstrucción de vesícula biliar,45
11,ENFERMEDADES DEL APARATO DIGESTIVO,K82.4,Colesterolosis de vesícula biliar,7
11,ENFERMEDADES DEL APARATO DIGESTIVO,K82.8,Otras enfermedades especificadas de vesícula biliar,7
11,ENFERMEDADES DEL APARATO DIGESTIVO,K82.9,"Enfermedades de la vesícula biliar, no especificadas",7
11,ENFERMEDADES DEL APARATO DIGESTIVO,K83,Otras enfermedades de tracto biliar,7
11,ENFERMEDADES DEL APARATO DIGESTIVO,K83.0,Colangitis,45
11,ENFERMEDADES DEL APARATO DIGESTIVO,K85,Pancreatitis aguda,45
11,ENFERMEDADES DEL APARATO DIGESTIVO,K86,Otras enfermedades de páncreas,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K86.1,Otros tipos de pancreatitis crónica,60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K86.2,Quiste de páncreas,15
11,ENFERMEDADES DEL APARATO DIGESTIVO,K86.3,Pseudoquiste de páncreas,15
11,ENFERMEDADES DEL APARATO DIGESTIVO,K86.8,Otras enfermedades especificadas de páncreas,60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K86.9,"Enfermedades de páncreas, no especificadas",60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K90,Malabsorción intestinal,60
11,ENFERMEDADES DEL APARATO DIGESTIVO,K90.0,Enfermedad celíaca,4
11,ENFERMEDADES DEL APARATO DIGESTIVO,K91.0,Vómitos postcirugía gastrointestinal,14
11,ENFERMEDADES DEL APARATO DIGESTIVO,K91.1,Síndrome postcirugía gástrica,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K91.5,Síndrome postcolecistectomía,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K92,Otras enfermedades de aparato digestivo,10
11,ENFERMEDADES DEL APARATO DIGESTIVO,K92.0,Hematemesis,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K92.1,Melena,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K92.2,"Hemorragia gastrointestinal, no especificada",30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K92.8,Otras enfermedades especificadas de aparato digestivo,30
11,ENFERMEDADES DEL APARATO DIGESTIVO,K92.9,"Enfermedades de aparato digestivo, no especificadas",30
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L01,Impétigo,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L02,"Absceso cutáneo, forúnculo y ántrax",7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L02.0,"Absceso cutáneo, forúnculo y ántrax en la cara ",7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L02.1,"Absceso cutáneo, forúnculo y ántrax en el cuello",7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L02.2,"Absceso cutáneo, forúnculo y ántrax en el tronco",7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L02.3,"Absceso cutáneo, forúnculo y ántrax en la nalga",7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L02.4,"Absceso cutáneo, forúnculo y ántrax de extremidad",7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L02.5,"Absceso cutáneo, forúnculo y ántrax de la mano",7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L02.6,"Absceso cutáneo, forúnculo y ántrax del pie",7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L02.8,"Absceso cutáneo, forúnculo y ántrax de otros sitios",7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L02.9,"Absceso cutáneo, forúnculo y ántrax de sitio no especificado",7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L03.0,Celulitis y lingangitis aguda de dedos de la mano y del pie ,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L03.1,Celulitis y lingangitis aguda de otras partes de las extremidades ,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L03.2,Celulitis y lingangitis aguda de cara y cuello ,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L03.3,Celulitis y lingangitis aguda del tronco,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L03.8,Celulitis y linfangitis de otros sitios ,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L03.9,Celulitis y linfangitis de sitio no especificado,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L04,Linfadenitis aguda,15
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L05,Quiste y seno pilonidal,30
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L05.0,Quiste y seno pilonidal con absceso,30
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L05.9,Quiste y seno pilonidal sin absceso,30
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L08,Otras enfermedades locales de la piel y tejido subcutáneo,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L08.0,Pioderma,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L08.8,Otras enfermedades locales  de la piel y tejido subcutáneo,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L10,Pénfigo,30
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L12,Penfigoide,20
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L13,Otras trastornos ampollosos,15
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L13.9,Dermatosis bullosa no especificada,15
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L20,Dermatitis atópica,15
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L20.8,Otras dermatitis atópicas,15
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L21,Dermatitis  seborreica,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L21.9,"Dermatitis seborreica, no especificada",4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L23,Dermatitis alérgica de contacto ,20
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L24,Dermatitis de contacto irritativa ,15
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L24.0,Dermatitis por detergente,15
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L25,Dermatitis de contacto no especificada,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L26,Dermatitis exfoliativa,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L27,Dermatitis debida a sustancias ingeridas,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L27.1,Dermatitis por fármacos y medicinas,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L28,Liquen simple crónico y prúrigo,7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L28.2,Otros prúrigos,7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L29,Prurito,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L29.3,"Prurito anogenital, no especificado",4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L29.9,Prurito no especificado ,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L30,Otras dermatitis y las no especificadas ,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L30.1,Dishidrosis (ezcema dishidrótico),4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L40,Psoriasis,15
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L40.59,Artropatía psoriásica,60
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L41,Parapsoriasis,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L42,Pitiriasis rosada,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L43,Liquen plano,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L43.9,Liquen plano no especificado ,10
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L44,Otros trastornos pápuloescamosos,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L50,Urticaria (urticaria aguda),4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L50.0,Urticaria alérgica,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L50.1,Urticaria idiopática,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L50.6,Urticaria por contacto ,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L50.8,Otros tipos de urticaria (urticaria crónica),30
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L50.9,Urticaria no especificada,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L51,Eritema multiforme,7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L52,Eritema nodoso,15
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L53,Otras afecciones eritematosas,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L53.9,Afección eritematosa no especificada,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L55,Quemadura solar,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L56,Otras alteraciones agudas de la piel debidas a radiación ultravioleta,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L57,Alteraciones de la piel debidas a exposición crónica a radiación no ionizante,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L58,Radiodermitis,15
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L59,Otros trastornos de la piel y del tejido subcutáneo relacionados con la radiación,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L60,Trastornos de las uñas,7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L60.0,Uña encarnada,7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L60.8,Otros trastornos de las uñas,7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L60.9,Trastorno de la uña no especificado,7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L63,Alopecia areata,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L65,Otra pérdida de pelo no cicatricial,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L66,Alopecia cicatricial,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L67,Anormalidades del color y del tallo del pelo,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L70,Acné,7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L71,Rosácea,7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L72.3,Quiste sebáceo ,7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L73,Otros trastornos foliculares,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L73.2,Hidradenitis supurativa,14
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L73.8,Otros trastornos foliculares especificados,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L74,Trastornos sudoríparos ecrinos ,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L74.4,Anhidrosis,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L74.9,Trastorno sudoríparo ecrino no especificado,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L80,Vitíligo,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L81,Otros trastornos de la pigmentación,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L81.8,"Otros tipos de trastornos especificados de la pigmentación (por hierro, por tatuaje)",4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L82,Queratosis seborreica,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L83,Acantosis nigricans,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L84,Callos y callosidades,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L85,Otros tipos de engrosamiento epidérmico,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L85.1,Queratosis (queratodermia) palmar y plantar adquirida,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L88,Pioderma gangrenoso,30
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L89,Úlcera por presión,30
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L89. 9,Úlcera por presión en sitio no especificado,30
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L91.0,Cicatriz hipertrófica,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L93,Lupus eritematoso (excluye sistémico),15
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L94,Otros trastornos localizados del tejido conjuntivo,4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L94.0,Esclerodermia cincunscrita (morfea),4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L95,"Vasculitis limitada a la piel, no clasificada bajo otro concepto",7
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",30
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L97.9,Úlcera crónica no debida a presión de pierna,30
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L98,"Otros trastornos de la piel y del tejido subcutáneo, no clasificados bajo otro concepto",4
12,ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,L98.0,Granuloma piógeno ,10
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M00,Artritis piógena,30
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M00.8,Artritis y poliartritis debida a otras bacterias,45
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M00.9,Artritis piógena no especificada,30
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M02,Artropatías postinfecciosas y reactivas,30
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M02.3,Enfermedad de Reiter,30
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M05,Artritis reumatoide con factor reumatoide ,45
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M05.6,Artritis reumatoide con afectación de otros órganos y sistemas,60
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M05.7,Artritis reumatoide con factor reumatoide sin afectación de órganos ni sistemas,45
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M05.8,Otros tipos de artritis reumatoide sin factor reumatoide,45
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M05.80,"Otro tipo de artritis reumatoide con factor reumatoide, localización no especificada ",45
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M05.89,"Otro tipo de artritis reumatoide con factor reumatoide, localizaciones múltiples ",60
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M05.9,"Artritis reumatoide con factor reumatoide, no especificada ",45
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M06.0,Artritis reumatoide sin factor reumatoide ,45
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M06.9,Artritis reumatoide no especificada,45
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M07.6,Artropatías enteropáticas,45
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M08.,Artritis juvenil,45
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M08.0,Artritis crónica juvenil no especificada,45
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M10,Gota ,20
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M10.0,Gota idiopática,20
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M10.09,"Gota idiopática, localizaciones múltiples",30
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M10.30,"Gota debida a insuficiencia renal, localización no especificada ",30
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M11,Otras artropatías por cristales,20
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M11.29,"Otras condrocalcinosis, localizaciones múltiples ",20
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M11.80,"Otras artropatías por cristales especificadas, localización no especificada ",20
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M11.89,"Otras artropatías por cristales especificadas, localizaciones múltiples ",20
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M11.9,Artropatía por cristales no especificada,20
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M12.3,Reumatismo palindrómico,14
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M12.4,Hidrartrosis intermitente,20
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M12.40,"Hidrartrosis intermitente, localización no especificada",20
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M12.46,Hidrartrosis intermitente rodilla,20
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M12.5,Artropatía traumática,20
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M12.59,"Artropatía traumática, localizaciones múltiples",30
13,ENFERMEDADES DEL APARATO MUSCULOESQUELÉTICO Y DEL TEJIDO CONECTIVO ,M12.8,Otras artropatías específicas no clasificadas bajo otro concepto,20
