codigo,descripcion,sexo,ratio
K41,Hernia femoral,mujer,1.06
K42,Hernia umbilical,hombre,0.96
K42,Hernia umbilical,mujer,1.06
K43,Hernia ventral,hombre,0.96
K43,Hernia ventral,mujer,1.06
K44,Hernia diafragmática,hombre,0.96
K44,Hernia diafragmática,mujer,1.06
K45,Otra hernia abdominal,hombre,0.98
K45,Otra hernia abdominal,mujer,1.04
K46,Hernia abdominal no especificada,hombre,0.96
K46,Hernia abdominal no especificada,mujer,1.06
K50,Enfermedad de Crohn [enteritis regional],hombre,0.98
K50,Enfermedad de Crohn [enteritis regional],mujer,1.02
K51,Colitis ulcerosa,hombre,1.01
K51,Colitis ulcerosa,mujer,0.99
K52,Otras gastroenteritis y colitis no infecciosas y las no especificadas,hombre,0.92
K52,Otras gastroenteritis y colitis no infecciosas y las no especificadas,mujer,1.08
K56,Íleo paralítico y obstrucción intestinal sin hernia,hombre,0.94
K56,Íleo paralítico y obstrucción intestinal sin hernia,mujer,1.07
K57,Enfermedad diverticular de intestino,hombre,0.99
K57,Enfermedad diverticular de intestino,mujer,1.02
K58,Síndrome de intestino irritable,hombre,0.92
K58,Síndrome de intestino irritable,mujer,1.05
K59,Otros trastornos intestinales funcionales,hombre,0.92
K59,Otros trastornos intestinales funcionales,mujer,1.05
K60,Fisura y fístula de las regiones anal y rectal,hombre,1.02
K60,Fisura y fístula de las regiones anal y rectal,mujer,0.96
K61,Absceso de las regiones anal y rectal,hombre,0.98
K61,Absceso de las regiones anal y rectal,mujer,1.06
K62,Otras enfermedades de ano y recto,hombre,1.01
K62,Otras enfermedades de ano y recto,mujer,0.98
K63,Otras enfermedades de intestino,hombre,1.01
K63,Otras enfermedades de intestino,mujer,0.98
K64,Hemorroides y trombosis venosa perianal,hombre,0.94
K64,Hemorroides y trombosis venosa perianal,mujer,1.08
K65,Peritonitis,hombre,1.03
K65,Peritonitis,mujer,0.95
K66,Otros trastornos de peritoneo,hombre,1.06
K66,Otros trastornos de peritoneo,mujer,0.97
K70,Enfermedad alcohólica de hígado,hombre,1.03
K70,Enfermedad alcohólica de hígado,mujer,0.9
K72,"Insuficiencia hepática, no clasificada bajo otro concepto",hombre,0.97
K72,"Insuficiencia hepática, no clasificada bajo otro concepto",mujer,1.06
K73,"Hepatitis crónica, no clasificada bajo otro concepto",hombre,1.03
K73,"Hepatitis crónica, no clasificada bajo otro concepto",mujer,0.9
K74,Fibrosis y cirrosis de hígado,hombre,1.03
K74,Fibrosis y cirrosis de hígado,mujer,0.9
K75,Otras enfermedades inflamatorias de hígado,hombre,1.04
K75,Otras enfermedades inflamatorias de hígado,mujer,0.84
K76,Otras enfermedades de hígado,hombre,1.03
K76,Otras enfermedades de hígado,mujer,0.9
K77,Trastornos hepáticos en enfermedades clasificadas bajo otro concepto,hombre,0.97
K77,Trastornos hepáticos en enfermedades clasificadas bajo otro concepto,mujer,1.04
K80,Colelitiasis,hombre,0.97
K80,Colelitiasis,mujer,1.02
K81,Colecistitis,hombre,1
K81,Colecistitis,mujer,1
K82,Otras enfermedades de vesícula biliar,hombre,1
K82,Otras enfermedades de vesícula biliar,mujer,1
K83,Otras enfermedades de tracto biliar,hombre,1.04
K83,Otras enfermedades de tracto biliar,mujer,0.97
K85,Pancreatitis aguda,hombre,1.01
K85,Pancreatitis aguda,mujer,0.99
K86,Otras enfermedades de páncreas,hombre,1.01
K86,Otras enfermedades de páncreas,mujer,0.99
K90,Malabsorción intestinal,hombre,0.81
K90,Malabsorción intestinal,mujer,1.07
K91,"Complicaciones y trastornos de aparato digestivo intraoperatorios y posprocedimiento, no clasificados bajo otro concepto",hombre,0.92
K91,"Complicaciones y trastornos de aparato digestivo intraoperatorios y posprocedimiento, no clasificados bajo otro concepto",mujer,1.05
K92,Otras enfermedades de aparato digestivo,hombre,1.06
K92,Otras enfermedades de aparato digestivo,mujer,0.86
L01,Impétigo,hombre,0.89
L01,Impétigo,mujer,1.1
L02,"Absceso cutáneo, forúnculo y ántrax",hombre,1
L02,"Absceso cutáneo, forúnculo y ántrax",mujer,1
L03,Celulitis y linfangitis aguda,hombre,1.02
L03,Celulitis y linfangitis aguda,mujer,0.97
L04,Linfadenitis aguda,hombre,1.01
L04,Linfadenitis aguda,mujer,0.99
L05,Quiste y seno pilonidal,hombre,1.03
L05,Quiste y seno pilonidal,mujer,0.89
L08,Otras infecciones locales de la piel y del tejido subcutáneo,hombre,1.09
L08,Otras infecciones locales de la piel y del tejido subcutáneo,mujer,0.86
L10,Pénfigo,hombre,0.85
L10,Pénfigo,mujer,1.11
L12,Penfigoide,hombre,0.85
L12,Penfigoide,mujer,1.11
L13,Otros trastornos ampollosos,hombre,0.85
L13,Otros trastornos ampollosos,mujer,1.11
L20,Dermatitis atópica,hombre,0.98
L20,Dermatitis atópica,mujer,1.02
L21,Dermatitis seborreica,hombre,1.04
L21,Dermatitis seborreica,mujer,0.97
L23,Dermatitis alérgica de contacto,hombre,0.95
L23,Dermatitis alérgica de contacto,mujer,1.04
L24,Dermatitis de contacto irritativa,hombre,0.95
L24,Dermatitis de contacto irritativa,mujer,1.04
L25,Dermatitis de contacto no especificada,hombre,0.95
L25,Dermatitis de contacto no especificada,mujer,1.04
L26,Dermatitis exfoliativa,hombre,0.85
L26,Dermatitis exfoliativa,mujer,1.06
L27,Dermatitis debida a sustancias ingeridas,hombre,0.77
L27,Dermatitis debida a sustancias ingeridas,mujer,1.14
L28,Liquen simple crónico y prurigo,hombre,1.04
L28,Liquen simple crónico y prurigo,mujer,0.96
L29,Prurito,hombre,1.04
L29,Prurito,mujer,0.96
L30,Otras dermatitis y las no especificadas,hombre,0.95
L30,Otras dermatitis y las no especificadas,mujer,1.04
L40,Psoriasis,hombre,1.04
L40,Psoriasis,mujer,0.96
L41,Parapsoriasis,hombre,1.04
L41,Parapsoriasis,mujer,0.96
L42,Pitiriasis rosada,hombre,1.04
L42,Pitiriasis rosada,mujer,0.96
L43,Liquen plano,hombre,0.84
L43,Liquen plano,mujer,1.1
L44,Otros trastornos papuloescamosos,hombre,1.04
L44,Otros trastornos papuloescamosos,mujer,0.96
L50,Urticaria,hombre,0.95
L50,Urticaria,mujer,1.03
L51,Eritema multiforme,hombre,0.85
L51,Eritema multiforme,mujer,1.06
L52,Eritema nodoso,hombre,0.85
L52,Eritema nodoso,mujer,1.06
L53,Otras afecciones eritematosas,hombre,0.85
L53,Otras afecciones eritematosas,mujer,1.06
L55,Quemadura solar,hombre,0.95
L55,Quemadura solar,mujer,1.04
L56,Otras alteraciones agudas de la piel debidas a radiación ultravioleta,hombre,0.95
L56,Otras alteraciones agudas de la piel debidas a radiación ultravioleta,mujer,1.04
L57,Alteraciones de la piel debidas a la exposición crónica a radiación no ionizante,hombre,1.16
L57,Alteraciones de la piel debidas a la exposición crónica a radiación no ionizante,mujer,0.84
L58,Radiodermatitis,hombre,0.95
L58,Radiodermatitis,mujer,1.04
L59,Otros trastornos de la piel y del tejido subcutáneo relacionados con la radiación,hombre,0.95
L59,Otros trastornos de la piel y del tejido subcutáneo relacionados con la radiación,mujer,1.04
L60,Trastornos de las uñas,hombre,0.93
L60,Trastornos de las uñas,mujer,1.06
L63,Alopecia areata,hombre,0.82
L63,Alopecia areata,mujer,1.21
L65,Otra pérdida de pelo no cicatricial ,hombre,0.82
L65,Otra pérdida de pelo no cicatricial ,mujer,1.21
L66,Alopecia cicatricial [pérdida cicatricial del cabello],hombre,0.82
L66,Alopecia cicatricial [pérdida cicatricial del cabello],mujer,1.21
L67,Anormalidades del color y del tallo del pelo,hombre,0.82
L67,Anormalidades del color y del tallo del pelo,mujer,1.21
L70,Acné,hombre,1.02
L70,Acné,mujer,0.98
L71,Rosácea,hombre,0.85
L71,Rosácea,mujer,1.06
L72,Quistes foliculares de la piel y del tejido subcutáneo,hombre,1.02
L72,Quistes foliculares de la piel y del tejido subcutáneo,mujer,0.98
L73,Otros trastornos foliculares,hombre,1.02
L73,Otros trastornos foliculares,mujer,0.98
L74,Trastornos sudoríparos ecrinos,hombre,1.08
L74,Trastornos sudoríparos ecrinos,mujer,0.93
L80,Vitíligo,hombre,1.04
L80,Vitíligo,mujer,0.97
L81,Otros trastornos de la pigmentación,hombre,1.04
L81,Otros trastornos de la pigmentación,mujer,0.97
L82,Queratosis seborreica,hombre,1.16
L82,Queratosis seborreica,mujer,0.84
L83,Acantosis nigricans,hombre,0.84
L83,Acantosis nigricans,mujer,1.1
L84,Callos y callosidades,hombre,0.93
L84,Callos y callosidades,mujer,1.11
L85,Otros tipos de engrosamiento epidérmico,hombre,0.84
L85,Otros tipos de engrosamiento epidérmico,mujer,1.1
L88,Pioderma gangrenoso,hombre,1.09
L88,Pioderma gangrenoso,mujer,0.86
L89,Úlcera por presión,hombre,1.05
L89,Úlcera por presión,mujer,0.91
L91,Trastornos hipertróficos de la piel,hombre,0.84
L91,Trastornos hipertróficos de la piel,mujer,1.1
L93,Lupus eritematoso,hombre,0.85
L93,Lupus eritematoso,mujer,1.06
L94,Otros trastornos localizados del tejido conjuntivo,hombre,0.84
L94,Otros trastornos localizados del tejido conjuntivo,mujer,1.1
L95,"Vasculitis limitada a la piel, no clasificada bajo otro concepto",hombre,1.04
L95,"Vasculitis limitada a la piel, no clasificada bajo otro concepto",mujer,0.97
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",hombre,1.05
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",mujer,0.91
L98,"Otros trastornos de la piel y del tejido subcutáneo, no clasificados bajo otro concepto",hombre,1.09
L98,"Otros trastornos de la piel y del tejido subcutáneo, no clasificados bajo otro concepto",mujer,0.86
M00,Artritis piógena (séptica) (L),hombre,1.27
M00,Artritis piógena (séptica) (L),mujer,0.78
M02,Artropatías postinfecciosas y reactivas,hombre,0.94
M02,Artropatías postinfecciosas y reactivas,mujer,1.06
M05,Artritis reumatoide con factor reumatoide,hombre,0.89
M05,Artritis reumatoide con factor reumatoide,mujer,1.06
M06,Otros tipos de artritis reumatoide,hombre,0.89
M06,Otros tipos de artritis reumatoide,mujer,1.06
M07,Artropatías enteropáticas,hombre,0.94
M07,Artropatías enteropáticas,mujer,1.06
M08,Artritis juvenil,hombre,0.89
M08,Artritis juvenil,mujer,1.06
M10,Gota,hombre,0.98
M10,Gota,mujer,1.33
M11,Otras artropatías por cristales,hombre,0.83
M11,Otras artropatías por cristales,mujer,1.48
M12,Otras artropatías y las no especificadas,hombre,0.89
M12,Otras artropatías y las no especificadas,mujer,1.06
M13,Otras artritis,hombre,0.93
M13,Otras artritis,mujer,1.1
M15,Poliartrosis,hombre,1.03
M15,Poliartrosis,mujer,0.97
M16,Artrosis de cadera,hombre,1.03
M16,Artrosis de cadera,mujer,0.97
M17,Artrosis de rodilla,hombre,1.03
M17,Artrosis de rodilla,mujer,0.97
M18,Artrosis de primera articulación carpometacarpiana,hombre,1.03
M18,Artrosis de primera articulación carpometacarpiana,mujer,0.97
M19,Otras artrosis y las no especificadas,hombre,1.03
M19,Otras artrosis y las no especificadas,mujer,0.97
M20,Deformidades adquiridas de los dedos de manos y pies,hombre,0.93
M20,Deformidades adquiridas de los dedos de manos y pies,mujer,1.01
M21,Otras deformidades adquiridas de las extremidades,hombre,1
M21,Otras deformidades adquiridas de las extremidades,mujer,1
M22,Trastorno de rótula,hombre,1
M22,Trastorno de rótula,mujer,1
M23,Trastorno interno de rodilla,hombre,0.96
M23,Trastorno interno de rodilla,mujer,1.09
M24,Otros trastornos especificados de articulación,hombre,1
M24,Otros trastornos especificados de articulación,mujer,1
M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",hombre,0.97
M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",mujer,1.04
M31,Otras vasculopatías necrotizantes,hombre,0.86
M31,Otras vasculopatías necrotizantes,mujer,1.13
M32,Lupus eritematoso sistémico (LES),hombre,0.92
M32,Lupus eritematoso sistémico (LES),mujer,1.03
M33,Dermatopolimiositis,hombre,0.92
M33,Dermatopolimiositis,mujer,1.03
M34,Esclerosis sistémica [esclerodermia],hombre,0.92
M34,Esclerosis sistémica [esclerodermia],mujer,1.03
M35,Otros tipos de afectación sistémica de tejido conectivo,hombre,0.92
M35,Otros tipos de afectación sistémica de tejido conectivo,mujer,1.03
M41,Escoliosis,hombre,0.93
M41,Escoliosis,mujer,1.03
M43,Otras dorsopatías deformantes,hombre,0.94
M43,Otras dorsopatías deformantes,mujer,1.05
M45,Espondilitis anquilosante,hombre,1.03
M45,Espondilitis anquilosante,mujer,0.97
M46,Otras espondilopatías inflamatorias,hombre,1.03
M46,Otras espondilopatías inflamatorias,mujer,0.97
M47,Espondilosis,hombre,1.03
M47,Espondilosis,mujer,0.97
M48,Otras espondilopatías,hombre,0.9
M48,Otras espondilopatías,mujer,1.09
M50,Trastornos de disco cervical,hombre,1
M50,Trastornos de disco cervical,mujer,1
M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",hombre,1
M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",mujer,1
M53,"Otras dorsopatías y las no especificadas, no clasificadas bajo otro concepto",hombre,0.97
M53,"Otras dorsopatías y las no especificadas, no clasificadas bajo otro concepto",mujer,1.02
M54,Dorsalgia,hombre,0.97
M54,Dorsalgia,mujer,1.02
M65,Sinovitis y tenosinovitis,hombre,1
M65,Sinovitis y tenosinovitis,mujer,1
M66,Ruptura espontánea de membrana sinovial y tendón,hombre,1
M66,Ruptura espontánea de membrana sinovial y tendón,mujer,1
M67,Otros trastornos de membrana sinovial y tendón,hombre,1
M67,Otros trastornos de membrana sinovial y tendón,mujer,1
M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",hombre,0.91
M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",mujer,1.09
M71,Otras bursopatías,hombre,1
M71,Otras bursopatías,mujer,1
M72,Trastornos fibroblásticos,hombre,0.98
M72,Trastornos fibroblásticos,mujer,1.03
M75,Lesiones de hombro,hombre,0.91
M75,Lesiones de hombro,mujer,1.09
M76,"Entesopatías, extremidad inferior, excluido el pie",hombre,0.91
M76,"Entesopatías, extremidad inferior, excluido el pie",mujer,1.09
M77,Otros tipos de entesopatías,hombre,0.91
M77,Otros tipos de entesopatías,mujer,1.09
M79,"Otros trastornos de partes blandas y los no especificados, no clasificados bajo otro concepto",hombre,0.87
M79,"Otros trastornos de partes blandas y los no especificados, no clasificados bajo otro concepto",mujer,1.12
M80,Osteoporosis con fractura patológica actual,hombre,1.09
M80,Osteoporosis con fractura patológica actual,mujer,0.91
M81,Osteoporosis sin fractura patológica actual,hombre,1.09
M81,Osteoporosis sin fractura patológica actual,mujer,0.91
M84,Trastorno de continuidad del hueso,hombre,1.09
M84,Trastorno de continuidad del hueso,mujer,0.91
M85,Otros trastornos de densidad y estructura óseas,hombre,1.09
M85,Otros trastornos de densidad y estructura óseas,mujer,0.91
M86,Osteomielitis,hombre,1.04
M86,Osteomielitis,mujer,0.91
M87,Osteonecrosis,hombre,1.09
M87,Osteonecrosis,mujer,0.91
M88,Osteítis deformante [enfermedad ósea de Paget],hombre,1.11
M88,Osteítis deformante [enfermedad ósea de Paget],mujer,0.9
M89,Otros trastornos de hueso,hombre,1.09
M89,Otros trastornos de hueso,mujer,0.91
M93,Otras osteocondropatías,hombre,1.02
M93,Otras osteocondropatías,mujer,0.97
M94,Otros trastornos del cartílago,hombre,1.09
M94,Otros trastornos del cartílago,mujer,0.91
M96,"Complicaciones y trastornos intraoperatorios y posprocedimiento del aparato musculoesquelético, no clasificados bajo otro concepto",hombre,1.32
M96,"Complicaciones y trastornos intraoperatorios y posprocedimiento del aparato musculoesquelético, no clasificados bajo otro concepto",mujer,0.83
M99,"Lesiones biomecánicas, no clasificadas bajo otro concepto",hombre,1.1
M99,"Lesiones biomecánicas, no clasificadas bajo otro concepto",mujer,0.87
N00,Síndrome nefrítico agudo,hombre,1.23
N00,Síndrome nefrítico agudo,mujer,0.75
N04,Síndrome nefrótico,hombre,1.15
N04,Síndrome nefrótico,mujer,0.88
N08,Trastornos glomerulares en enfermedades clasificadas bajo otro concepto,hombre,1.06
N08,Trastornos glomerulares en enfermedades clasificadas bajo otro concepto,mujer,0.93
N10,Nefritis túbulo-intersticial aguda,hombre,1.11
N10,Nefritis túbulo-intersticial aguda,mujer,0.98
N11,Nefritis túbulo-intersticial crónica,hombre,1.11
N11,Nefritis túbulo-intersticial crónica,mujer,0.98
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",hombre,1.11
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",mujer,0.98
N13,Uropatía obstructiva y por reflujo,hombre,0.98
N13,Uropatía obstructiva y por reflujo,mujer,1.02
N15,Otras enfermedades túbulo-intersticiales renales,hombre,1.06
N15,Otras enfermedades túbulo-intersticiales renales,mujer,0.93
N17,Fallo renal agudo,hombre,0.94
N17,Fallo renal agudo,mujer,1.17
N18,Enfermedad renal crónica (ERC),hombre,0.97
N18,Enfermedad renal crónica (ERC),mujer,1.06
N20,Cálculo de riñón y uréter,hombre,0.93
N20,Cálculo de riñón y uréter,mujer,1.09
N21,Cálculo del tracto urinario inferior,hombre,0.99
N21,Cálculo del tracto urinario inferior,mujer,1.02
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",hombre,0.99
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",mujer,1.02
N30,Cistitis,hombre,1.3
N30,Cistitis,mujer,0.93
N32,Otros trastornos de vejiga,hombre,1
N32,Otros trastornos de vejiga,mujer,1.01
N34,Uretritis y síndrome uretral,hombre,0.89
N34,Uretritis y síndrome uretral,mujer,1.43
N35,Estenosis de uretra,hombre,0.96
N35,Estenosis de uretra,mujer,1.49
N39,Otros trastornos del aparato urinario,hombre,1.35
N39,Otros trastornos del aparato urinario,mujer,0.81
N40,Hipertrofia de próstata,hombre,1
N41,Enfermedades inflamatorias de próstata,hombre,1
N43,Hidrocele y espermatocele,hombre,1
N44,Trastornos no inflamatorios del testículo,hombre,1
N45,Orquitis y epididimitis,hombre,1
N46,Infertilidad masculina,hombre,1
N47,Trastornos del prepucio,hombre,1
N48,Otros trastornos del pene,hombre,1
N49,"Trastornos inflamatorios de los órganos genitales masculinos, no clasificados bajo otro concepto",hombre,1
N50,Otros trastornos no especificados de los órganos genitales masculinos,hombre,1
N51,Trastornos de los órganos genitales masculinos en otras enfermedades clasificadas bajo otro concepto,hombre,1
N60,Displasia mamaria benigna,hombre,0.92
N60,Displasia mamaria benigna,mujer,1
N61,Trastornos inflamatorios de mama,hombre,0.68
N61,Trastornos inflamatorios de mama,mujer,1.02
N62,Hipertrofia mamaria,hombre,0.68
N62,Hipertrofia mamaria,mujer,1.02
N63,Masa o bulto no especificado de mama,hombre,0.68
N63,Masa o bulto no especificado de mama,mujer,1.02
N64,Otros trastornos mamarios,hombre,0.68
N64,Otros trastornos mamarios,mujer,1.02
N70,Salpingitis y ooforitis,mujer,1
N71,"Enfermedad inflamatoria uterina, con excepción de cuello uterino",mujer,1
N72,Enfermedad inflamatoria del cuello uterino,mujer,1
N73,Otras enfermedades inflamatorias pélvicas femeninas,mujer,1
N75,Enfermedades de la glándula de Bartolino,mujer,1
N76,Otros tipos de inflamación vaginal y vulvar,mujer,1
N77,Ulceración e inflamación vulvovaginal por otras enfermedades clasificadas bajo otro concepto,mujer,1
N80,Endometriosis,mujer,1
N81,Prolapso genital femenino,mujer,1
N83,"Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho",mujer,1
N84,Pólipo del tracto genital femenino,mujer,1
N85,"Otros trastornos no inflamatorios del útero, con excepción del cervix ",mujer,1
N87,Displasia del cuello uterino,mujer,1
N88,Otros trastornos no inflamatorios del cervix ,mujer,1
N89,Otros trastornos no inflamatorios de vagina,mujer,1
N90,Otros trastornos no inflamatorios de vulva y periné,mujer,1
N91,"Menstruación ausente, escasa e infrecuente",mujer,1
N92,"Menstruación excesiva, frecuente e irregular",mujer,1
N93,Otro tipo de sangrado anormal uterino y vaginal,mujer,1
N94,Dolor y otras afecciones asociadas a órganos genitales femeninos y al ciclo menstrual,mujer,1
N95,Trastornos menopáusicos y perimenopáusicos,mujer,1
N97,Infertilidad femenina,mujer,1
N98,Complicaciones asociadas a la fecundación artificial,hombre,1.13
N98,Complicaciones asociadas a la fecundación artificial,mujer,0.9
N99,"Complicaciones y trastornos intraoperatorios y posprocedimiento del aparato genitourinario, no clasificados bajo otro concepto",hombre,1.02
N99,"Complicaciones y trastornos intraoperatorios y posprocedimiento del aparato genitourinario, no clasificados bajo otro concepto",mujer,0.97
O00,Embarazo ectópico,mujer,1
O01,Mola hidatiforme,mujer,1
O02,Otros productos anormales de la concepción,mujer,1
O03,Aborto espontáneo,mujer,1
O04,Complicaciones después de interrupción (inducida) del embarazo,mujer,1
O07,Intento fallido de interrupción del embarazo,mujer,1
O08,Complicaciones después de un embarazo ectópico y molar,mujer,1
O10,"Hipertensión preexistente que complica el embarazo, parto y puerperio",mujer,1
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,mujer,1
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa,mujer,1
O14,Preeclampsia,mujer,1
O15,Eclampsia,mujer,1
O20,Hemorragia en la fase temprana del embarazo,mujer,1
O21,Vómitos excesivos en el embarazo,mujer,1
O22,Complicaciones venosas y hemorroides en el embarazo,mujer,1
O23,Infecciones del tracto genitourinario en el embarazo,mujer,1
O24,"Diabetes mellitus en el embarazo, parto y puerperio",mujer,1
O26,Atención materna por otras afecciones predominantemente relacionadas con el embarazo,mujer,1
O30,Embarazo múltiple,mujer,1
O34,Atención materna por anomalía de los órganos pélvicos,mujer,1
O35,Atención materna por anomalía y daño fetal conocida o sospechada,mujer,1
O36,Atención materna por otros problemas fetales,mujer,1
O40,Polihidramnios,mujer,1
O41,Otros trastornos del líquido y de las membranas amnióticas,mujer,1
O43,Trastornos de la placenta,mujer,1
O44,Placenta previa,mujer,1
O45,Desprendimiento prematuro de placenta [abruptio placentae],mujer,1
O46,"Hemorragia anteparto, no clasificada bajo otro concepto",mujer,1
O60,Trabajo de parto prematuro,mujer,1
O66,Otras obstrucciones del trabajo de parto,mujer,1
O91,"Infecciones de la mama asociadas al embarazo, puerperio y lactancia",mujer,1
O94,"Secuelas de complicaciones del embarazo, parto y puerperio",mujer,1
O98,"Enfermedades infecciosas y parasitarias maternas clasificadas bajo otro concepto pero que complican el embarazo, parto y puerperio",mujer,1
O99,"Otras enfermedades maternas clasificadas bajo otro concepto pero que complican el embarazo, parto y puerperio",mujer,1
Q01,Encefalocele,hombre,1.15
Q01,Encefalocele,mujer,0.85
Q02,Microcefalia,hombre,1.15
Q02,Microcefalia,mujer,0.85
Q03,Hidrocefalia congénita,hombre,1.15
Q03,Hidrocefalia congénita,mujer,0.85
Q04,Otras malformaciones congénitas del cerebro,hombre,1.15
Q04,Otras malformaciones congénitas del cerebro,mujer,0.85
Q05,Espina bífida,hombre,0.94
Q05,Espina bífida,mujer,1.05
Q06,Otras malformaciones congénitas de la médula espinal,hombre,1.15
Q06,Otras malformaciones congénitas de la médula espinal,mujer,0.85
Q07,Otras malformaciones congénitas del sistema nervioso,hombre,0.94
Q07,Otras malformaciones congénitas del sistema nervioso,mujer,1.05
Q10,"Malformaciones congénitas del párpado, sistema lagrimal y órbita",hombre,1.04
Q10,"Malformaciones congénitas del párpado, sistema lagrimal y órbita",mujer,0.97
Q11,"Anoftalmía, microftalmía y macroftalmía",hombre,1.04
Q11,"Anoftalmía, microftalmía y macroftalmía",mujer,0.97
Q12,Malformaciones congénitas del cristalino,hombre,1.04
Q12,Malformaciones congénitas del cristalino,mujer,0.97
Q13,Malformaciones congénitas del segmento anterior del ojo,hombre,1.04
Q13,Malformaciones congénitas del segmento anterior del ojo,mujer,0.97
Q14,Malformaciones congénitas del segmento posterior del ojo,hombre,1.04
Q14,Malformaciones congénitas del segmento posterior del ojo,mujer,0.97
Q15,Otras malformaciones congénitas del ojo,hombre,1.02
Q15,Otras malformaciones congénitas del ojo,mujer,0.97
Q16,Malformaciones congénitas del oído que causan alteración en la audición,hombre,0.84
Q16,Malformaciones congénitas del oído que causan alteración en la audición,mujer,1.18
Q17,Otras malformaciones congénitas del oído,hombre,0.84
Q17,Otras malformaciones congénitas del oído,mujer,1.18
Q18,Otras malformaciones congénitas de cara y cuello,hombre,0.84
Q18,Otras malformaciones congénitas de cara y cuello,mujer,1.18
Q20,Malformaciones congénitas de las cámaras y conexiones cardiacas,hombre,0.98
Q20,Malformaciones congénitas de las cámaras y conexiones cardiacas,mujer,1.01
Q21,Malformaciones congénitas de los tabiques cardiacos,hombre,0.98
Q21,Malformaciones congénitas de los tabiques cardiacos,mujer,1.01
Q22,Malformaciones congénitas de las válvulas pulmonar y tricúspide,hombre,1.06
Q22,Malformaciones congénitas de las válvulas pulmonar y tricúspide,mujer,0.91
Q23,Malformaciones congénitas de las válvulas aórtica y mitral,hombre,1.06
Q23,Malformaciones congénitas de las válvulas aórtica y mitral,mujer,0.91
Q24,Otras malformaciones congénitas cardiacas,hombre,1.06
Q24,Otras malformaciones congénitas cardiacas,mujer,0.91
Q25,Malformaciones congénitas de las grandes arterias,hombre,1.12
Q25,Malformaciones congénitas de las grandes arterias,mujer,0.87
Q39,Malformaciones congénitas del esófago,hombre,1.16
Q39,Malformaciones congénitas del esófago,mujer,0.82
Q40,Otras malformaciones congénitas del tracto digestivo superior,hombre,1.16
Q40,Otras malformaciones congénitas del tracto digestivo superior,mujer,0.82
Q52,Otras malformaciones congénitas del aparato genital femenino,hombre,1.04
Q52,Otras malformaciones congénitas del aparato genital femenino,mujer,0.98
Q53,Testículo no descendido y ectópico,hombre,1.04
Q53,Testículo no descendido y ectópico,mujer,0.98
Q55,Otras malformaciones congénitas de los órganos genitales masculinos,hombre,1.04
Q55,Otras malformaciones congénitas de los órganos genitales masculinos,mujer,0.98
Q60,Agenesia renal y otros defectos por reducción del riñón,hombre,0.95
Q60,Agenesia renal y otros defectos por reducción del riñón,mujer,1.05
Q61,Enfermedad quística renal,hombre,0.95
Q61,Enfermedad quística renal,mujer,1.05
Q64,Otras malformaciones congénitas del aparato urinario,hombre,1.04
Q64,Otras malformaciones congénitas del aparato urinario,mujer,0.98
Q66,Deformidades congénitas de los pies,hombre,0.97
Q66,Deformidades congénitas de los pies,mujer,1.02
Q68,Otras deformidades musculoesqueléticas congénitas,hombre,0.97
Q68,Otras deformidades musculoesqueléticas congénitas,mujer,1.02
Q76,Malformaciones congénitas de la columna vertebral y la caja torácica,hombre,0.98
Q76,Malformaciones congénitas de la columna vertebral y la caja torácica,mujer,1.02
Q79,"Malformaciones congénitas del aparato músculoesquelético, no clasificadas bajo otro concepto",hombre,0.98
Q79,"Malformaciones congénitas del aparato músculoesquelético, no clasificadas bajo otro concepto",mujer,1.02
Q82,Otras malformaciones congénitas de la piel,hombre,0.66
Q82,Otras malformaciones congénitas de la piel,mujer,1.11
Q83,Malformaciones congénitas de la mama,hombre,0.66
Q83,Malformaciones congénitas de la mama,mujer,1.11
Q86,"Síndromes malformativos congénitos debidos a causas exógenas conocidas, no clasificadas bajo otro concepto",mujer,1.02
Q87,Otros síndromes malformativos congénitos especificados que afectan a múltiples sistemas,hombre,0.87
Q87,Otros síndromes malformativos congénitos especificados que afectan a múltiples sistemas,mujer,1.1
Q89,"Otras malformaciones congénitas, no clasificadas bajo otro concepto",hombre,0.85
Q89,"Otras malformaciones congénitas, no clasificadas bajo otro concepto",mujer,1.11
Q90,Síndrome de Down,mujer,0.85
Q96,Síndrome de Turner,mujer,0.85
